name_clean,rating_clean,cost_clean,area_clean,cuisines_clean,address,online_order_clean,book_table_clean
Cake Ghar,3.8,400,Basavanagudi,Bakery,"24, Next to Roti Ghar, Gandhi Bazaar Main Road, Basavanagudi, Bangalore",1,0
Energy Addaa,4.2,500,Basavanagudi,"Salad, Healthy Food, Sandwich, Juices, Burger, Desserts, Pizza","Rashtriya Vidyalaya Road, Basavanagudi, Bangalore",1,0
Bhattara Bhojana,3.6,150,Banashankari,South Indian,"855/A, 5th A Cross,10th Main Road, Srinivasanagar, Towords Maruthi Circle, Banashankari, Bangalore",1,0
Tandoori Knight,3.0,450,Banashankari,"North Indian, Chinese, Biryani, Kebab","34, 22nd Main, 22nd Cross, Opposite BDA, 2nd Stage, Banashankari, Bangalore",1,0
Dev Sagar - Food Street,4.1,200,Basavanagudi,Street Food,"11/2, Old Market, V V Puram, Basavanagudi, Bangalore",1,0
Mitraa Da Pizza,3.8,250,Kumaraswamy Layout,"Fast Food, Pizza","1779, 14th Main, Kumaraswamy Layout, Bangalore",1,0
Paradise Premium,3.1,700,Banashankari,"Biryani, Andhra, Hyderabadi, North Indian","224/Y, 100 Feet Ring Road, 7th Block, 3rd Stage, Banashankari, Bangalore",1,0
Grazers,3.9,650,Jayanagar,"Cafe, Burger, Continental, Italian, Desserts","2, Old 36, 8th F Main, 3rd Block, Jayanagar, Bangalore",1,1
Shakes Theory,4.5,300,Jayanagar,"Beverages, Sandwich","766/25-01, 47th A Cross, Near Sangam Circle, Adarsh Gardens Apartments Road, 8th Block, Jayanagar, Bangalore",1,0
@Italy,4.1,700,Kumaraswamy Layout,Italian,"1766, 14th Main, 1st Stage, Kumaraswamy Layout, Bangalore",1,0
Chilli Flakes,3.6,500,Banashankari,"Fast Food, Italian, Beverages","Opposite BNM School, Near BDA complex, Banashankari, Bangalore",1,0
Calcutta Cafe,3.5,350,Kumaraswamy Layout,"Bengali, Chinese, Sandwich","728/1, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",1,0
Old Mumbai Ice Cream,3.9,150,Banashankari,Ice Cream,"416, 24th Cross, 9th Main, 2nd Stage, Banashankari, Bangalore",1,0
Donne Biriyani House,3.9,400,Banashankari,"South Indian, North Indian, Chinese, Biryani","4009, 80 Feet Road, 4th Phase, Banashankari, Bangalore",1,0
By 2 Coffee,3.9,100,Basavanagudi,South Indian,"12, Old 387, Market Road, V.V.Puram, Basavanagudi, Bangalore",1,0
Kedia's Fun Food,4.3,200,Jayanagar,"North Indian, Street Food, Juices","6th C Main, 4th Block, Jayanagar, Bangalore",1,0
Davangere Butter Dosa Hotel,3.8,150,Kumaraswamy Layout,South Indian,"1771, 14th Main Road, 1stage, Kumaraswamy Layout, Bangalore",1,0
Just Shawarma,3.9,300,Kumaraswamy Layout,Arabian,"1424, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",1,0
Mini Punjabi Dhaba,4.2,350,Banashankari,North Indian,"7/1, Behind BMS College Hostel, Hanumantha Nagar, Banashankari, Bangalore",1,0
Mulabagilu Dosa,3.6,100,Basavanagudi,South Indian,"19, V.V.puram National School Road, Basavanagudi, Bangalore",1,0
Gokul Veg,3.8,750,Basavanagudi,"North Indian, Chinese, Beverages","1st Floor, GR Plaza, DVG Road, Near Gandhi Bazaar circle, Basavanagudi, Bangalore",1,0
Olive - Era,3.3,550,Kumaraswamy Layout,"BBQ, Arabian, Rolls, Chinese, North Indian, Juices, Kebab, Desserts","1763, Near Swathi Nursing Home, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",1,0
Udupi Ruchi,3.9,200,Banashankari,"South Indian, North Indian, Chinese, Street Food","31/1, Puttalingaiah Road, Second Stage, Bangalore, Banashankari, Bangalore",1,0
Madhappa Hindu Military Hotel,3.4,300,Banashankari,South Indian,"80 Feet Road, Hosakerehalli Cross, B S K 3rd Stage, Banashankari, Bangalore",1,0
Gama Gama,3.9,200,Banashankari,South Indian,"17, Ground Floor, Near Big Bazar, 100 Feet Ring Road, 3rd Stage, Banashankari, Bangalore",1,0
Pizza Hut,3.8,750,Banashankari,"Pizza, Fast Food","2469, 21st Cross, Near BDA Complex, 2nd Stage, Banashankari, Bangalore",1,0
Mangalore Pearl,3.8,650,Jayanagar,"Mangalorean, Seafood, Chinese, Biryani","197/F, 8th B Main, 27th Cross, 3rd Block, Jayanagar, Bangalore",1,0
Asha Sweets Centre,3.6,250,Basavanagudi,Fast Food,"26/3, Bugle Rock Road, Gandhi Bazaar, Basavanagudi, Bangalore",1,0
Twiststick House,4.1,500,Basavanagudi,"Continental, Fast Food, Street Food, Momos","97, Opposite Jain College, Kavi Lakshmisha Road, VV Puram, Basavanagudi, Bangalore",1,0
Cool Corner,4.2,250,Basavanagudi,"Street Food, Fast Food","1/4, Nisha Complex, KR Road, Near National College, Basavanagudi, Bangalore",1,0
Pizza Mane,3.5,150,Banashankari,"Pizza, Sandwich, Burger, Fast Food","9/63, 1st C Main Road, Kathreguppe, Vivekananda Nagar, Banashankri, Bangalore",1,0
Dal Tadkaa,2.5,500,Banashankari,North Indian,"1, Kathriguppe Main Road, 3rd Stage, Banashankari, Bangalore",1,0
Chutney Chang,4.1,1500,Jayanagar,"North Indian, Chinese, BBQ","Cosmopolitan Club, 22nd Cross, 3rd Block, Jayanagar, Bangalore",1,1
Mystique Palate,4.1,300,Jayanagar,"Chinese, Fast Food","615/1, 10th C Main,32nd Cross Road ,Janardhan Mansion, 4th Block, Jayanagar, Bangalore",1,0
Thamboola,3.9,800,Banashankari,"North Indian, Chinese, Continental","1112, Next KIMS Medical College, 17th Cross, 2nd Stage, Banashankari, Bangalore",1,0
Castle Rock,3.6,700,Uttarahalli,"North Indian, Chinese","1/2, Opposite Indian Oil Petrol Bunk, 1st Cross, Kaderanhalli Crossroad, Subramanyapura Main Road, Padmanabhanagar, Uttarahalli, Bangalore",1,0
Vietnamese Kitchen,3.6,700,Banashankari,Vietnamese,"Pavanashree Nilayam, 7 Block, Banagirinagara, Banashankari, Bangalore",1,0
C Corner,3.2,200,Kumaraswamy Layout,"Fast Food, Street Food","1328, 50 Feet Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",1,0
Paratha Merchant,3.1,300,Kumaraswamy Layout,North Indian,"31, 2nd Cross, Teacher's Colony, JP Nagar Post, Dayanand College Road, Kumaraswamy Layout, Bangalore",1,0
North Rasoe,3.1,500,Kumaraswamy Layout,"North Indian, Chinese, Biryani, Kebab","52, Dayanand Sagar College Road, Teachers Colony, Near ICICI Bank ATM, Bangalore East, Bangalore Urban Karnataka, Kumaraswamy Layout, Bangalore.",1,0
Inchara Restaurant,0.0,300,Basavanagudi,"North Indian, Chinese","84, Basavanagudi, Bangalore",1,0
Toscano,4.3,1300,Jayanagar,"Italian, Salad","359/38,Next to Fabindia, 7th Cross, 1st Block, Jayanagar, Bangalore",1,1
Lord Of The Kitchen,3.9,350,Kumaraswamy Layout,"North Indian, Chinese","Shop 197, Ground Floor, Gokul Niwas, North Main Road, Rajyotsavanagar, 2nd Stage, Kumaraswamy Layout, Bangalore",1,0
Stoned Monkey,4.3,500,Banashankari,"Desserts, Ice Cream","415, 9th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore",1,0
Central Jail Restaurant,3.8,700,Jayanagar,"Andhra, Seafood, North Indian, Chinese","433/30/1, 28th Cross, 10th Main, Opposite BDA Complex, 4th Block, Jayanagar, Bangalore",1,0
Bella,3.9,1000,Jayanagar,"Mangalorean, Seafood, South Indian","382/71/4, 11th Main, 3rd Block, Jayanagar, Bangalore",1,1
Vennela Andhra Meals,3.0,400,Jayanagar,Andhra,"54, Sri Durga Avenue, 3rd Floor, 33rd Cross Road, Opp. Navarathan, Jewe, Jayanagar, Bangalore",1,0
New Prashanth Hotel,3.6,750,Jayanagar,"South Indian, Biryani, Chinese, North Indian","2nd Floor, Garla Garnet, 9th Main, 4th Block, Jayanagar, Bangalore",1,0
The Grillo,2.8,500,Jayanagar,"South Indian, Arabian, Chinese, North Indian, Seafood, Mangalorean","126, Near Ganesha Temple, 7th Main, 4th Block, Jayanagar, Bangalore",1,1
Re Malnad Nati Style Hotel,3.6,400,JP Nagar,South Indian,"6, Shakambari Nagar, 1st stage, JP Nagar, Bangalore",1,0
Karma Kaapi,4.4,250,Jayanagar,"Beverages, Tea","81, 36th Cross Road, 5th Block, Jayanagar, Bangalore",1,0
Tiwari's,3.8,200,Jayanagar,"North Indian, Street Food","616/2, 31st Cross, 10th A Main Road, 4th block, Jayanagar, Bangalore",1,0
Pizza Stop,3.8,600,Basavanagudi,"Pizza, Italian","66/1, Kanakpura Road, Basavanagudi, Bangalore",1,0
Biggies Burger 'n' More,3.6,650,Kumaraswamy Layout,"Cafe, Burger, Beverages","173, DSI college Road, Kumaraswamy Layout, Bangalore",1,0
Kollapuri's,3.9,450,Basavanagudi,"South Indian, Mangalorean","1, Corporation Market, Gandhi Bazar, Basavanagudi, Bangalore",0,0
Sugar Stars Co,0.0,300,Basavanagudi,"Bakery, Desserts","58, Surveyor Street, Basavanagudi, Bangalore",0,0
Bombay Kulfis,0.0,200,JP Nagar,Ice Cream,"1, 24th Main Rd, 1st Phase, Girinagar, KR Layout, Muneshwara T-Block, JP Nagar, Bangalore",0,0
Kadamba Classic,3.6,300,Mysore Road,South Indian,"Satellite Bus Stand, KSRTC, Mysore Road, Bangalore",0,0
RS Shiv Sagar,3.7,450,Basavanagudi,"North Indian, Chinese, South Indian, Fast Food, Juices","5, Mallariah Complex, Near Corporation Bank, Gandhi Nagar, Basavanagudi, Bangalore",0,0
Kholi Mane,3.6,450,Basavanagudi,"Andhra, South Indian, Biryani, North Indian","144/1, 2nd Main Road, 2nd Block, Thyagaraja Nagar, Basavanagudi, Bangalore",0,0
Harshi Super Sandwich,3.8,150,Basavanagudi,"Fast Food, Street Food","60/1, East Anjaneya Temple Road, Basavanagudi, Bangalore",0,0
Cake Yard,3.4,250,Basavanagudi,Desserts,"3/1 , Opposite Krishna Rao Park, Kanakapura Road, Basavanagudi, Bangalore",0,0
Sri Udupi Veg,3.3,250,Jayanagar,South Indian,"335, KR Road, Shastri Nagar, Yediyur, Jayanagar, Bangalore",0,0
Cake Art,3.5,400,Basavanagudi,Bakery,"1/A, 3rd Main, 7th Cross, Kattebalag, Narasimharaja Colony, Basavanagudi, Bangalore",0,0
Aahar Cafe,0.0,100,Basavanagudi,South Indian,"39/4, North Anjaneya Temple Street, Basavanagudi, Bangalore",0,0
Akash Gowdru Biryani Center,0.0,300,Uttarahalli,"North Indian, Chinese","Chikkalasandra, Near Ashwathkatte Ganesha Temple, Opposite Dominic School, Uttarahalli, Bangalore",0,0
New Sri Udupi Restaurant,0.0,200,Jayanagar,"North Indian, South Indian, Chinese, Beverages, Fast Food","164/B, 24th Cross, 6th Block Yediyur, Jayanagar, Bangalore",0,0
Potato House,3.4,200,Uttarahalli,Street Food,"9, Canara Bank Colony, Opposite Chikkalsandra Post Office, Main Road, Uttarahalli, Bangalore",1,0
Hotel Biriyani Counter,0.0,350,Vijay Nagar,"North Indian, Chinese, Biryani","1108/1, 9th Main Road, 4th Cross, Hampinagar, Vijay Nagar, Bangalore, Bengaluru",0,0
Matru Sagar,3.7,300,Mysore Road,"South Indian, North Indian","Sri Balaji Complex, 339/3, Kuvempu Nagar, Next to Bus Stand, Mysore Road, Bangalore",1,0
Ugadi,2.9,700,Jayanagar,"North Indian, Chinese, Biryani, Andhra, Mangalorean","609, 10th A Main Road, 4th Block, Jayanagar, Bangalore",1,0
Sri Krishna Sweets,3.7,250,Basavanagudi,"Mithai, Desserts","121, DVG Road, R.M Complex, Basavanagudi, Bangalore",1,0
In Time Cane Juice,3.5,100,Kumaraswamy Layout,"Juices, Beverages","119, 5th Cross, Teachers Colony, Kumaraswamy Layout, Bangalore",1,0
Subway,3.7,600,Banashankari,"Salad, Fast Food","186, 16th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore",1,0
Daal Roti,2.9,250,Kumaraswamy Layout,"North Indian, Chinese","139, Behind Police Station, 72nd Cross, Kumaraswamy Layout, Bangalore",1,0
The Lassi Park,4.1,200,Jayanagar,"Juices, Desserts","22nd Cross, New Diagonal Road, Opposite N MKRV Womens College, 3rd Block, Jayanagar, Bangalore",1,0
Cafe Coffee Day,3.2,900,Jayanagar,"Cafe, Fast Food","28th Main, 8th Block, Jayanagar, Bangalore",1,0
A2B - Adyar Ananda Bhavan,3.8,400,Mysore Road,"South Indian, North Indian, Chinese, Street Food","153, Satellite Bus Stand, Byataranyapura, Mysore Road, Bangalore",1,0
Srikrishna Bhavan,3.8,300,Banashankari,"South Indian, North Indian, Chinese","Next To BMTC Bus Stand, Banashankari, Bangalore",1,0
Green Gardenia,3.8,700,Banashankari,"North Indian, Chinese","376, 1st Floor, Tripura Arcade, MK Puttalingaiah Road, Above SBI Bank, Banashankari, Bangalore",1,0
J Spice,3.8,750,Banashankari,"North Indian, Chinese","632/A, 24th Cross, 2nd Stage, Banashankari, Bangalore",1,0
Karavali Family Restaurant,3.5,500,Jayanagar,"Seafood, Biryani, South Indian, North Indian, Chinese","13, 27th B Cross, 10th Main, Opposite BWSSB Water Tank, Geetha Colony, 4th Block, Jayanagar, Bangalore",1,0
Karavali Lunch Home,3.7,350,Kumaraswamy Layout,"South Indian, Mangalorean","1779, 14th Main, Kumaraswamy Layout, Bangalore",1,0
Hatti Kaapi,4.0,200,Jayanagar,"South Indian, Beverages","126, Opposite Police Station, 7th Main, 4th Block, Jayanagar, Bangalore",1,0
Kolkata Kathi Roll's,3.6,250,Banashankari,"Fast Food, Rolls","2/1,7th Main, Dwarakangar Hosakerehalli, Banashankari, Bangalore",1,0
Upahara Darshini,3.9,600,Basavanagudi,"North Indian, Chinese, South Indian, Fast Food","9/2, South End Main Road, Next to Surana College, Basavanagudi, Bangalore",1,0
The Chaat Shop,2.5,200,Basavanagudi,Fast Food,"11/4, Old Market Road, V V Puram, Basavanagudi, Bangalore",1,0
Anda Ka Funda,3.4,250,Jayanagar,"North Indian, Chinese, Rolls","433/30/1, 10th Main, 28th A cross, 4th Block, Jayanagar, Bangalore",1,0
Shri Vinayaka Ice N Juice,3.2,150,Basavanagudi,"Beverages, Fast Food","14/38, Shivakrupa, 1st Model House Street, Near Nagasnadra Circle, DVG Road, Basavanagudi, Bangalore",1,0
Ibaco,3.9,300,Jayanagar,Desserts,"147, 27th Cross, 3rd Main, 6th Block, Yediyur, Jayanagar, Bangalore",1,0
Jalaram Sweets,3.8,250,Jayanagar,"Desserts, Mithai","202F, 27th Cross Road, Opposite Sapna Book House, Jayanagar, Bangalore",1,0
Samskruti - Sanman Gardenia,4.1,550,Jayanagar,"North Indian, Chinese, South Indian","2, Ashoka Pillar Circle, 2nd Block, Jayanagar, Bangalore",1,0
Bendakaluru Bytes,3.2,300,Vijay Nagar,Fast Food,"1349, 4th Cross Road, Kilkodungalur, RPC Layout, Vijay Nagar, Bangalore",1,0
Cocoa Bakes,3.6,350,Banashankari,"Bakery, Desserts","2466, 24th Cross Road, Siddanna Layout, Stage II, Banashankari, Bangalore",1,0
Chumma Delicious,3.7,200,Banashankari,"South Indian, Fast Food","412, 1st Cross, Vidyapeeta Road, 3rd Stage, Banashankari, Bangalore",1,0
New Prashanth Hotel,3.9,650,Banashankari,"Biryani, North Indian, Seafood, Andhra","43/2, 100 Feet Road, Kamakya Complex, 3rd Stage, Banashankari, Bangalore",1,0
SSV Upahar,0.0,300,Jayanagar,"South Indian, Chinese","14/1, 8th Fmain, 3rd Block, Jayanagar, Bangalore",1,0
Dwaraka Grand,3.9,500,Kumaraswamy Layout,"South Indian, Chinese, Street Food, Juices",Near dayananda sagar college kumarswamy layout,1,0
Gufha - The President Hotel,4.1,1200,Jayanagar,"North Indian, Afghani, Mughlai","The President Hotel, 79/8, Diagonal Road, 3rd Block, Jayanagar, Bangalore",1,1
Tanna's Kitchen,3.1,250,Kumaraswamy Layout,"Italian, Chinese, Street Food","#72, 3rd Cross DSI Road, Teachers Colony, Kumaraswamy Layout, Bangalore",1,0
Shree Mandarathi Grand,3.7,400,Uttarahalli,"South Indian, North Indian","8/10, Subramanyapura Main Road, Near Royal Mart, Uttarahalli, Bangalore",1,0
Mojo Pizza - 2X Toppings,4.2,600,Banashankari,Pizza,"287, 1st Floor, 7th Block, 100 Feet Ring Road, Phase 4, Banashankari, Bangalore",1,0
Iceberg Icecreams,4.0,250,Basavanagudi,"Desserts, Ice Cream","23/1, Shop Street Road, Basavanagudi, Bangalore",1,0
South Kitchen,4.3,100,Basavanagudi,South Indian,"1st Main Road, Near Katte Balaga, NR Colony, Basavanagudi, Bangalore",1,0
Chung Wah,3.7,850,Jayanagar,"Chinese, Thai, Momos","63, 18th Cross, 3rd Block, Jayanagar, Bangalore",1,0
Shanthi Sagar,3.1,400,Uttarahalli,"South Indian, North Indian, Chinese","24, Subramaniapura Main Road, Uttarahalli, Bangalore",1,0
Millet Mama,3.9,200,Basavanagudi,"South Indian, Healthy Food","Next To Surana College, South End Circle, Basavanagudi, Bangalore",1,0
Bangarpet Chat Express,3.3,100,Basavanagudi,"Street Food, Fast Food","318, Old market Road V.V.Puram, Basavanagudi, Bangalore",1,0
South Cool Point,0.0,100,Basavanagudi,Beverages,"Near Metro Station R.v.Road, Basavanagudi, Bangalore",1,0
Prems Graama Bhojanam,4.3,400,Jayanagar,South Indian,"234, 32 A Cross, 2nd Main Road, 7th Block, Jayanagar, Bangalore",1,0
Java City,2.6,450,Jayanagar,"Cafe, American, Pizza","63/2, 8th Main, 18th Cross, 3rd Block, Jayanagar, Bangalore",1,0
Kamat Bugle Rock,3.9,300,Basavanagudi,"South Indian, Fast Food","1, 5th Main Road, Bull Temple Road, Basavanagudi, Bangalore",1,0
Puliyogare Point,4.2,100,Basavanagudi,South Indian,"81, East Anjaneya Street, NR Colony, Near Basavanagudi, Basavanagudi, Bangalore",1,0
Bangalore Agarwal Bhavan,3.9,400,Jayanagar,"Street Food, North Indian, South Indian","36/1, 27th Cross, 4th Block, Jayanagar, Bangalore",1,0
Rustic Stove,3.8,900,Jayanagar,"North Indian, South Indian, Biryani, Beverages","13, 32nd Cross, 7th Block, Jayanagar, Bangalore",1,0
Udupi Ruchi Grand,4.2,200,Banashankari,"South Indian, North Indian, Chinese, Street Food","6th Block, 3rd Stage, Banashankari, Bangalore",1,0
De Thaali,3.9,550,Jayanagar,"North Indian, Chinese, Rolls","137/4, 8th Main Road, 27th Cross, Jayanagar, Bangalore",1,0
Just Thindi,3.6,200,Basavanagudi,South Indian,"27, Gandhi Bazaar Main Rd, Basavanagudi, Bangalore",1,0
Matru Sagar,3.6,250,Banashankari,"South Indian, North Indian, Chinese","Shubashree Complex, 50 Feet Road, 1st Stage, Hanumanthanagar, Near Girinagar, Banashankari, Bangalore",1,0
Vasanth Vihar - Since 1965,3.6,150,Banashankari,"South Indian, Street Food","78, Nagendra Block, Giri Nagar, II Phase, Banashankari,Bangalore",1,0
Sea Spice by 7 Star,4.0,1200,Banashankari,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab","1890, Shetty Gardenia, 9th Main, Kaverinagar, 2nd Stage, Banashankari, Bangalore",1,1
Desi Dawat,3.7,400,Kumaraswamy Layout,"North Indian, Fast Food","1328, 50 Feet Road, Stage 1, Kumaraswamy Layout, Bangalore",1,0
Cafe Aira,4.1,500,Basavanagudi,"Cafe, Continental, Beverages, Desserts","23, Kanakapura Road, Near SRS Petrol Pump, Lalbagh West Gate, Basavanagudi, Bangalore",1,0
Donne Biriyani combos,0.0,400,Kumaraswamy Layout,Biryani,"52, Dayanad Sagar, College Road, Teachers Colony, Kumaraswamy Layout, Bangalore",1,0
Mast Punjabi,2.6,400,Kumaraswamy Layout,"North Indian, Chinese, Rolls, Biryani, Kebab","534, 49th Cross, 50 Feet Road, Kumaraswamy Layout, Bangalore",1,0
South Grand,3.4,400,Uttarahalli,"South Indian, North Indian, Chinese, Beverages","23, 7th Main, KSRTC Layout, Chikkalsandra, Main Road, Uttarahalli, Bangalore",1,0
The Pizzeria,2.8,800,Banashankari,"Pizza, Italian, Salad","1112, 30th Main,Teachers Layout, Next to SBI Bank, 3rd Stage, Banashankari, Bangalore",1,0
Cafe Zone,3.9,300,Kumaraswamy Layout,"Fast Food, Chinese, Rolls","2nd Cross, JHBCS Layout, Kumaraswamy Layout, Bangalore",1,0
Ruchis Point,3.8,200,Banashankari,"Fast Food, Chinese","186, 24th Cross, 2nd Stage, Banashankari, Bangalore",1,0
Firangi Bake,4.0,600,Rajarajeshwari Nagar,"Mexican, Italian","8th Main Road, Remco Bhel Layout, Ideal Homes Township, Rajarajeshwari Nagar, Bengaluru",1,0
The Royal Corner - Pai Viceroy,4.2,900,Jayanagar,"North Indian, Chinese","Pai Viceroy, 1504, 16th Cross, 9th Main, 3rd Block, Jayanagar, Bangalore",1,1
Hara Fine Dine,4.0,800,Banashankari,"North Indian, Chinese","2465, 2nd Floor, Opposite BDA Complex, 24th Cross, 2nd Stage, Banashankari, Bangalore",1,1
Chocoberry,3.5,400,Jayanagar,"Ice Cream, Desserts, Beverages","30, 8th F Main Road, Jayanagar, Bangalore",1,0
Dakshin Grand,3.0,300,Banashankari,"South Indian, North Indian, Chinese, Street Food","2, Subramanyapura, Kadirenahalli Overbridge Junction, 2nd Stage, Banashankari, Bangalore",1,0
Sandwichwallas,3.7,200,Jayanagar,Fast Food,"278, 37th A Cross, 2nd Main, 8th Block, Jayanagar, Bangalore",1,0
Chai Mane,3.6,150,Basavanagudi,"Juices, Fast Food","17,Bull Temple, Road, Basavanagudi, Bangalore",1,0
SLV Upachar,3.1,250,Kumaraswamy Layout,"South Indian, Chinese, Street Food","1328, 50 Feet Road, Kumaraswamy Layout, Bangalore",1,0
Waffle-A-Go Go,3.9,400,Banashankari,"Fast Food, Desserts, Ice Cream","599, 24th Cross, 2nd Stage, Banashankari, Bangalore",1,0
Cross Road Cafe,3.9,300,Jayanagar,"Cafe, Fast Food, Chinese","671,45th Cross, 8th Block, Near Metro Pillar EP 22, Jayanagar, Bangalore",1,0
Anand Donne Biriyani,3.6,200,Jayanagar,Biryani,"644, 1 B, Main Road, Kanakapura Road, 8th Block, Jayanagar, Bangalore",1,0
Seven Star,3.4,250,Banashankari,"North Indian, Chinese","23/35, 7th Cross, Dwarakanagar, Hosakerhalli, Banashankari, Bangalore",1,0
Stop 'N' Joy,3.8,150,Banashankari,Fast Food,"30, 7th Cross, Dwaraka Nagar, Banashankari, Bangalore",1,0
Sri Yaksha Shiv Sagar,3.6,600,Banashankari,"North Indian, Chinese","940, 20th Main, Opposite South Entrance, BDA Complex, Banashankari, Bangalore",1,0
Fudge,3.8,200,Basavanagudi,"Desserts, Momos","Sri Chakravarthi Complex, Sajjan Rao Circle, V.V. Puram, Basavanagudi, Bangalore",1,0
Just Bunny,3.5,200,Jayanagar,Fast Food,"45, 6th C Main Road, 4th Block, Jayanagar, Bangalore",1,0
Bakers Town,3.8,650,Kumaraswamy Layout,"Cafe, Continental, Fast Food","269, JHBCS Layout, 2nd Main Road, Teacher's Colony, Kumaraswamy Layout, Bangalore",1,0
Shree Mahalakshmi Sweets,3.2,100,Banashankari,"Mithai, Street Food","344, 50 Feet Road, Dasarhalli, Srinagar, Banashankari, Bangalore",1,0
